34.73388816479991,1.64,2.3,0.61,4.8,0.3,5
46,0.28,0.2,0.84,3.59,0.2614096000000736,1
13,0.5,0.3675473999999387,0.451557999999958,3.1,0.3,2
34,0.6193003999999046,0.38,0.48,2.35,0.2614096000000736,1
16,0.35,0.16,0.36,2.7,0.2614096000000736,1
3,0.21,0.16,0.17,2.2,0.2614096000000736,1
12,0.55,0.36,0.29,2.7,0.6,1
76,1.98,2.3,0.48,3.1,0.6,3
19,0.55,0.14,0.41,2.68,0.6,1
38,0.6,0.27,0.64,2.7,0.6,1
43,0.32,0.76,0.84,2.9,0.6,1
50,1.89,1.45,0.73,3.46,0.2614096000000736,1
17,0.36,0.33,0.41,3.1,0.6,1
9,0.37,0.25,0.31,2.7,0.2614096000000736,1
33,0.47,0.29,0.46,2.38,0.2614096000000736,1
10,0.37,0.2,0.34,2.6,0.2614096000000736,4
8,0.37,0.13,0.26,2.7,0.2614096000000736,1
45,0.77,0.25,0.6899999999999999,4.46,0.6,1
66,1.35,0.86,0.64,3.1,0.6,1
30,0.6,1.1,0.48,3.1,0.6,1
22,0.6193003999999046,0.24,0.45,3.3,0.2614096000000736,1
66,2,2.3,0.65,5.28,0.2614096000000736,1
38,0.6,0.26,0.64,2.46,0.2614096000000736,1
25,0.6,0.49,0.68,4.8,0.2614096000000736,1
8,0.6193003999999046,0.13,0.24,1.6,0.2614096000000736,1
16,0.27,0.15,0.41,2.8,0.6,1
91,1.91,0.33,0.75,3.63,0.2614096000000736,1
22,0.55,0.4,0.41,3.38,0.2614096000000736,1
40,0.6,0.13,0.62,3.4,0.6,1
33,0.59,0.17,0.5600000000000001,2.7,0.6,1
66,1.53,0.13,0.84,2.8,0.2614096000000736,1
29,0.31,0.13,0.64,3.1,0.3,4
33,0.41,0.14,0.45,3.22,0.6,1
37,0.41,0.14,0.48,2.2,0.6,1
11,0.6899999999999999,0.3675473999999387,0.451557999999958,2.2,0.3,1
13,0.55,0.16,0.42,2.6,0.2614096000000736,1
12,0.55,0.19,0.41,2,0.6,1
12,0.55,0.35,0.36,2.15,0.2614096000000736,1
34.53222,0.18,0.15,0.13,1.23,0.2614096000000736,3
47,0.6193003999999046,0.29,0.64,2.7,0.6,1
17,0.55,0.4,0.44,2.84,0.6,1
11,0.37,0.2,0.34,2.2,0.2614096000000736,1
8,0.2,0.1,0.17,1.9,-0.15,1
25,0.28,0.13,0.57,3.1,0.6,1
12,0.6193003999999046,0.13,0.44,2.2,0.6,3
13,0.53,0.36,0.41,2.71,0.6,1
14,0.55,0.4,0.41,2.95,0.2614096000000736,1
13,0.55,0.26,0.41,2.8,0.2614096000000736,1
12,0.42,0.18,0.36,2.73,0.2614096000000736,1
27,0.27,0.22,0.48,2.8,0.6,1
34,0.65,2.3,0.55,3.28,0.2614096000000736,1
6,0.17,0.13,0.21,1.8,0.2614096000000736,1
10,0.37,0.4,0.31,2.27,0.2614096000000736,1
33,0.6,0.13,0.64,2.8,0.6,3
8,0.35,0.25,0.451557999999958,2.22,0.2614096000000736,1
58,0.28,0.18,0.65,4.22,0.6,1
10,0.61,0.16,0.451557999999958,1.8,0.2614096000000736,1
41,0.6,0.42,0.75,2.7,0.2614096000000736,1
7,0.27,0.12,0.16,1.6,0.2614096000000736,1
66,1.38,0.3675473999999387,0.61,2.7,0.6,1
1,0.18,0.14,0.17,1.26,0.2614096000000736,1
51,2.1,0.68,0.65,3.04,0.3,4
10,0.6193003999999046,0.25,0.451557999999958,2.2,0.2614096000000736,1
21,0.55,0.4,0.41,2.7,0.2614096000000736,1
14,0.6193003999999046,0.26,0.41,1.9,0.6,1
61,0.6193003999999046,0.16,0.27,4.8,0.6,2
14,0.55,0.35,0.54,2.7,0.6,1
13,0.55,2.3,0.47,2.8,0.6,1
17,0.49,0.3675473999999387,0.451557999999958,2.7,0.3,4
19,0.55,0.3675473999999387,0.41,2.8,0.2614096000000736,4
44,0.31,0.13,0.61,2.7,0.6,1
34.73388816479991,2.1,2.3,0.73,4.19,0.3,4
46,1.78,2.3,1.1,4.8,0.3,4
47,2.1,0.4,0.61,2.86,0.6,1
8,0.22,0.14,0.27,1.7,0.2614096000000736,1
10,0.38,0.25,0.451557999999958,2,0.3,4
46,0.2,0.13,0.25,1.7,-0.15,1
11,0.37,0.2,0.34,2.24,0.2614096000000736,1
12,0.32,0.15,0.44,2.23,0.6,1
6,0.2,0.16,0.19,0.18,0.2614096000000736,1
16,0.55,0.28,0.41,2.8,0.2614096000000736,1
32,0.36,0.19,0.64,2.6,0.6,1
9,0.37,0.22,0.34,2.3,0.2614096000000736,1
20,0.37,0.3675473999999387,0.29,3.1,0.2614096000000736,4
10,0.29,0.1,0.451557999999958,1.8,0.2614096000000736,1
12,0.55,0.15,0.41,2.7,0.2614096000000736,1
13,0.55,0.26,0.44,2.8,0.6,1
10,0.33,0.16,0.23,2.2,0.2614096000000736,1
13,0.6193003999999046,0.21,0.42,2.62,0.6,1
17,0.27,0.35,0.39,2.8,0.2614096000000736,1
11,0.37,0.39,0.39,2.2,0.6,1
24,0.34,0.15,0.6,2.37,0.6,1
36,0.28,0.22,0.48,2.8,0.2614096000000736,1
34.73388816479991,1.42,0.39,0.44,2.75,0.6,1
51,2.14,2.3,0.61,3.22,0.6,1
13,0.55,0.26,0.36,1.7,0.6,1
11,0.37,0.3675473999999387,0.36,2.2,0.2614096000000736,1
76,0.6193003999999046,0.3675473999999387,0.451557999999958,1.8,0.2614096000000736,1
9,0.37,0.2,0.41,2.03,0.2614096000000736,1
18,0.55,0.4,0.451557999999958,3.1,0.2614096000000736,1
36,1,0.4,0.49,2.8,0.2614096000000736,1
31,0.6,0.4,0.57,3.44,0.6,1
11,0.37,0.2,0.34,2.28,0.6,1
42,0.35,0.13,0.61,3.1,0.6,1
34.73388816479991,2.26,1,0.87,3.1,0.2614096000000736,3
76,1.45,0.31,0.5600000000000001,2.7,0.2614096000000736,1
8,0.25,0.15,0.26,1.7,0.2614096000000736,2
21,0.55,0.3675473999999387,0.29,2.7,0.2614096000000736,4
26,0.6,0.4,0.49,3.06,0.6,1
16,0.33,0.13,0.41,2.7,0.6,3
28,0.52,0.16,0.48,2.93,0.3,1
47,2.4,0.13,0.65,2,0.6,1
12,0.55,0.36,0.32,2.7,0.3,1
41,0.32,0.13,0.54,2.8,0.2614096000000736,1
77,1.64,0.3675473999999387,0.451557999999958,2.78,0.6,1
19,0.55,0.4,0.44,2.96,0.6,1
34.73388816479991,0.6193003999999046,1.88,0.67,2.8,0.6,1
42,0.6193003999999046,0.13,0.84,3.19,0.6,1
20,0.6193003999999046,0.4,0.41,2.94,0.6,1
10,0.6193003999999046,0.2,0.37,2,0.2614096000000736,1
14,0.55,0.26,0.36,2.74,0.2614096000000736,1
18,0.55,0.15,0.41,3.18,0.2614096000000736,1
9,0.37,0.25,0.26,2.22,0.2614096000000736,1
56,0.6193003999999046,0.21,0.68,1.1,0.2614096000000736,1
14,0.34,0.14,0.44,3.1,0.2614096000000736,1
12,0.55,0.28,0.41,2.7,0.3,3
17,0.41,0.3,0.41,2.89,0.6,1
56,0.32,0.15,0.7,3.1,0.6,1
16,0.27,0.2,0.44,2.6,0.6,1
34.73388816479991,0.6193003999999046,2.3,0.5600000000000001,4.8,0.2614096000000736,1
10,0.68,0.3675473999999387,0.34,2.23,0.3,1
