274.752,230,2595.201,13700.589,741.83,621,2854.721,15070.648,176.666,147.89,705.895,3726.56,33.69,2.25,34.11296929692977,1.936031603160326,1.848832883288327,0.15
1210.888,230,4966.751,-2622983.21400661,3269.398,621,5463.426,57228.07,778.601,147.89,1350.956,14150.941,96.77,2.85,50.67,2.55,1.848832883288327,0.15
865.756,230,6486.081,15704.272,2337.541,621,7134.689,17274.699,556.681,147.89,1764.214,4271.562,104.84,2.43,34.11296929692977,1.936031603160326,1.848832883288327,0.15
477.396,175,4188.472,7995.825,1288.969,472.5,4607.319,-3177118.021714678,306.966,112.525,850.26,1623.152,52.41,2.44,42.9,2.65,1.848832883288327,0.15
1678.062,175,5885.092,24401.932,4530.767,472.5,6473.601,26842.125,1078.994,112.525,1194.674,4953.592,173.21,2.5,110.66,2.72,1.848832883288327,0.15
798.6039317931782,851.96,175,2363.526,4449.424,2300.292,472.5,2599.879,4894.366,547.8099999999999,112.525,479.796,903.2329999999999,94.40000000000001,2.6,1.936031603160326,1.848832883288327,0.1697303730373308
687.254,175,4053.687,4673.279,1855.586,472.5,4459.056,5140.607,441.904,112.525,822.898,948.676,76.15000000000001,2.5,34.11296929692977,1.936031603160326,1.848832883288327,0.15
453.736,130,5688.331,19807.038,1225.087,351,6257.164,21787.742,291.752,83.59,2098.994,7308.797,49.72,2.47,41.69,2.74,1.848832883288327,0.15
719.855,230,6462.168,-2622983.21400661,1943.609,621,7108.385,21199.713,462.867,147.89,1757.71,5242.111,125.61,2.58,34.11296929692977,1.936031603160326,1.848832883288327,0.15
939.422,175,4176.838,10660.1,2536.439,472.5,4594.522,11726.11,604.048,112.525,847.898,2164,64.38,2.42,60.28,2.69,1.848832883288327,0.15
631.75,130,5659.353,38369.354,1705.725,351,6225.288,42206.289,406.215,83.59,2088.301,14158.292,80,2.58,34.11296929692977,1.936031603160326,1.848832883288327,0.15
1348.795,360,4532.1,34178.684,3641.747,972,4985.31,37596.552,867.275,231.48,1232.731,9296.602000000001,84.87,2.45,75.83,2.84,1.848832883288327,0.15
314.431,230,3286.202,6518.878,848.9640000000001,621,3614.822,7170.766,202.179,147.89,893.847,1773.135,34.84,2.42,34.84,2.64,1.848832883288327,0.15
1337.8,175,5265.891,12034.994,3612.06,472.5,5792.48,13238.493,860.205,112.525,1068.976,2443.104,54.39,2.44,56.51,2.67,48.49,0.15
492.851,175,4577.569,8654.047,1330.698,472.5,5035.326,9519.451999999999,316.903,112.525,929.247,1756.772,52.12,2.53,47.17,2.68,1.848832883288327,0.15
1497.325,230,9817.103999999999,48668.757,4042.778,621,10798.814,53535.633,962.78,147.89,2670.252,13237.902,181.6,2.61,27.09,2.41,1.848832883288327,0.15
255.037,175,3452.983,1930.009,688.6,472.5,3798.281,2123.01,163.989,112.525,700.956,391.792,40.37,2.42,34.11296929692977,1.936031603160326,1.848832883288327,0.15
592.314,189.8767496749674,2298.542,7198.471,1599.248,541.1004515451547,6206.063,19435.872,380.858,147.2030000999984,1477.963,4628.617,74.58,2.63,34.11296929692977,1.936031603160326,1.848832883288327,0.15
983.725,189.8767496749674,5351.392,15809.816,2656.058,541.1004515451547,14448.758,42686.503,632.535,147.2030000999984,3440.945,10165.712,105,2.7,4,2.45,1.848832883288327,0.15
548.4160000000001,230,3468.772,4988.16,1480.723,621,3815.649,5486.976,352.631,147.89,943.506,1356.78,43.69,2.66,45.02,2.72,1.848832883288327,0.15
674.005,175,3361.42,4125.913,1819.814,472.5,3697.562,4538.504,433.385,112.525,682.3680000000001,837.5599999999999,41.49,2.42,41.49,2.79,1.848832883288327,0.15
