147336,C3
607408,B1
518931,C2
205531,D1
384214,B3
279642,C2
433331,B3
210219,D1
168051,C3
259070,B1
413691,A2
240200,D1
247851,F
542842,C1
635382,C1
225463,B3
352566,C1
25486,C1
143252,C3
426740,E1
467220,D1
609495,C3
253721,E2
107280,C2
145693,C3
429741,C2
94778,C3
31944,B1
324771,C3
547705,D1
36702,C3
371629,B2
13838,D1
252329,C3
18201,C2
541101,C2
123344,E1
539489,C3
406524,E1
111642,D1
533182,C3
150466,D1
271950,B3
576740,C2
356590,C3
430344,F
225352,C3
593810,C2
294661,E1
328227,D1
524406,C1
663370,E1
80622,D1
464006,D1
239018,B3
129787,E1
639911,C1
414936,C2
281344,C2
273370,C1
561492,A3
352971,C3
4560,B3
460503,C2
28564,B2
285523,D1
388050,D1
154582,D1
344649,D1
508542,D1
508439,D1
288101,D1
11775,D1
322976,C1
220673,C3
650587,C3
653009,C2
128381,B2
429910,B3
376126,C3
525183,B2
283142,F
443935,C2
644368,B3
575233,C1
426773,C3
117092,D1
573963,D1
545166,C3
6339,B3
569507,E1
477890,E2
428793,C3
103049,C1
433721,D1
437865,C2
34296,C3
546248,B3
500560,C1
8162,C3
542696,D1
530561,D1
461023,C2
26379,D1
508889,E2
398142,C2
43833,C2
198685,D1
652411,D1
594516,D1
68256,D1
350327,D1
530802,C2
203772,D1
651186,C3
658463,E1
178282,C1
80201,B3
254953,C1
125162,C1
400835,D1
587049,C3
335075,C2
333116,E1
58223,D1
266930,C3
93170,D1
62132,B3
305115,C2
397494,B3
394766,C1
115489,C2
549855,A3
202029,C2
568909,D1
75177,C1
625067,B3
441177,C3
526399,F
327881,C2
521051,D1
346427,C3
389595,E1
174919,C2
286987,D1
445794,E1
128614,C2
168249,C3
199619,E2
368674,C3
489616,C2
451295,C3
142858,C1
84891,C2
95531,B3
535404,E2
481394,D1
357473,D1
214516,C3
291796,C1
56604,C3
84281,D1
63931,D1
633474,C3
268755,C2
540391,D1
103046,C1
536392,C2
627272,C2
172728,E1
165334,E1
200014,D1
601021,A2
594867,A2
93129,B3
267597,B2
301795,D1
398115,C2
190746,D1
495382,F
154606,E1
282345,B3
95330,D1
121460,D1
595981,C3
565861,E1
345558,D1
614046,E2
37835,B2
524876,C3
272068,C2
373072,D1
4654,E1
496905,C1
609802,C3
196231,C3
275228,D1
70948,C2
210303,E1
543032,G
506873,C1
157052,D1
37205,B2
334492,F
298081,D1
368032,B2
308588,C3
479608,C1
311171,C2
50199,C1
642340,F
427110,C1
113728,B3
395915,C3
551126,E1
324105,C1
653754,C2
584682,C3
626162,D1
184123,E1
278669,B1
218649,D1
514145,C1
507068,E1
423594,D1
85335,C1
489683,D1
431320,D1
582310,B3
424184,D1
568249,C3
417362,E2
643840,F
311875,E2
634809,C3
446533,D1
109063,D1
99089,E1
18024,C3
116216,C1
510186,D1
393112,D1
652518,D1
623619,E1
32467,B2
600612,C1
632978,D1
242375,C2
2514,B3
45321,D1
297698,C3
300877,D1
170845,C2
386216,A3
249061,B3
46537,C1
514911,D1
569619,C2
343727,C2
170368,F
92468,E1
474292,E1
321134,E1
396669,D1
347283,D1
401491,C2
541881,C2
321101,E2
302366,C2
222887,C3
206746,C2
171108,C2
412349,C3
297801,B2
104946,C2
533135,C3
504918,C3
476634,C3
192308,C1
421599,F
196559,D1
28155,B3
522311,C2
165817,C3
646936,B1
200790,E2
64248,D1
315003,E2
548132,C1
658111,B3
536400,C3
242185,C2
149411,B3
53275,B3
529741,B2
531316,B3
106368,D1
564304,C2
464727,D1
506012,C1
269828,D1
91866,D1
402116,C1
77834,D1
419916,C3
158103,D1
413956,D1
93859,C1
154563,C2
624835,D1
319671,C2
241201,C3
158600,D1
105331,C2
128214,C2
28953,C2
76650,D1
62754,B3
99084,C3
143530,C3
632754,D1
129864,D1
416101,C1
84145,C1
153521,C2
191664,B2
219072,D1
642360,C2
587591,C2
643299,B3
362455,C3
116393,C3
114517,F
598923,E2
93226,D1
520079,D1
130158,B3
493674,C2
240156,C3
388481,D1
377203,E1
157430,C2
624951,D1
637857,C1
38427,B2
217185,E1
116163,C2
629399,B3
469809,D1
55436,D1
554559,C3
127200,D1
611903,C3
80841,B1
477193,F
568713,B3
360225,C2
621682,C3
387155,D1
142082,C2
97412,C2
443186,B3
394782,A3
556242,C2
491831,E2
492326,C1
564187,E1
507753,C2
9961,B2
605793,B3
607056,C2
251852,E1
572972,D1
456585,D1
166573,C3
443312,C3
649226,C2
455947,C1
292810,F
613453,C3
183659,D1
348707,C3
14858,B2
339670,C2
629117,B3
263921,D1
464955,C3
172694,D1
491746,C2
652674,D1
370801,C3
382488,C2
270292,C1
574139,C2
222092,C3
638801,C3
3464,C1
478081,C2
512215,D1
124880,C1
15300,B3
223552,C1
649952,C2
269643,C1
577486,C2
456704,C2
215205,E1
236686,C3
30964,C2
244094,C1
428711,D1
338559,E1
652757,B1
224416,D1
591116,C1
488066,C1
474899,E1
15868,C3
407598,E1
260710,D1
140189,D1
314503,E2
265802,C1
463022,C2
425655,D1
546738,B3
104721,D1
426218,E2
634765,B3
106576,B1
313828,B3
182005,C2
294564,C2
117734,C2
124509,D1
460234,C2
181546,D1
593565,C2
219341,E1
331793,E1
480995,D1
160258,C1
367802,E2
284847,C1
4391,C2
391778,E1
273128,D1
550362,B3
455452,D1
485119,C3
424968,C1
50841,D1
625639,D1
229653,D1
331298,C1
553178,D1
591046,D1
504243,C3
351696,F
509721,C2
58910,D1
179088,D1
459539,C1
279227,D1
532809,B3
223284,F
150564,D1
655819,C2
466176,C1
416111,D1
97021,E1
523588,C3
334275,C3
162854,C1
219255,E1
120075,C3
294244,E2
301584,E1
86827,B1
91852,C1
177189,F
42631,B3
212153,D1
628790,E2
127667,C2
138018,E2
31984,C1
385926,B2
420234,C3
460830,C2
88116,D1
518410,C3
18133,B1
562684,E2
260176,D1
534168,E1
13465,F
476944,D1
341550,C3
208331,C1
334082,C1
68161,D1
173622,D1
177973,C2
634904,F
268812,C1
424607,C3
523003,D1
489454,F
409016,E1
257698,C3
406078,E1
200540,D1
140171,D1
332228,F
46647,B3
551033,C3
53852,D1
70972,B2
580699,D1
305550,D1
454558,C2
15076,C1
79049,C3
159024,D1
273798,D1
292992,D1
662220,D1
338682,C1
16807,F
513666,D1
111022,C3
188231,D1
620618,D1
508212,C1
220896,F
380229,C1
396098,C3
637713,D1
650464,D1
318356,D1
293181,C3
246375,C2
186373,E1
234308,C1
495420,A2
434507,D1
48997,B3
401807,D1
469389,E1
558059,C1
634023,C2
2204,D1
101614,C3
518569,E1
507804,A1
93076,D1
437297,B3
596324,A2
532999,A2
390043,D1
12992,E1
90126,D1
382962,E2
221381,C2
504760,C2
326950,C1
608852,C3
368094,C2
364395,C2
163101,E1
378930,C2
381678,C1
600078,B3
48313,C3
477709,E1
481719,C3
147282,D1
478645,E2
459352,E1
71264,B3
88884,C3
478862,D1
132048,D1
74277,E1
51184,F
3263,C2
35004,B3
607289,C1
635179,B2
300617,D1
497965,C2
381368,C1
246459,C1
203947,D1
491242,C3
295912,D1
368174,D1
334646,C1
630806,C3
227680,C1
292066,E2
491358,C2
346956,C2
98801,D1
101593,D1
199791,C3
306382,B3
501938,D1
16591,E2
456419,C1
537147,C2
353268,C2
61420,C2
365368,C3
29527,B2
36592,C2
627733,D1
448895,C3
322736,C1
332865,D1
448002,C1
326949,C1
639185,C2
5210,B2
165440,B3
387976,E2
12096,B3
550474,C2
517117,F
162652,C2
128097,D1
81645,D1
168267,C2
368384,B2
73749,C3
242737,C3
112572,D1
267745,D1
5316,B2
625321,B1
248394,C3
413824,C3
52628,F
470036,D1
195519,B3
182724,C3
66657,D1
472954,D1
342525,C3
166610,C2
524772,E2
101869,C1
91759,D1
232513,D1
85748,C1
389069,E2
464388,C1
475859,C3
32717,G
636049,D1
532053,D1
636395,E2
160761,D1
374287,B2
277989,D1
158178,C3
602712,C3
78051,C3
524761,A2
500940,D1
79222,D1
95674,B2
485467,C1
157160,C2
644869,D1
594353,D1
575193,B3
620154,C3
380681,C2
449534,C3
531821,C2
142087,C2
272572,D1
394820,F
74388,E1
110094,D1
62946,C3
306656,D1
514693,C2
579844,C3
471595,E1
4216,C2
174612,D1
502599,C3
62976,B1
435256,C1
227766,C2
650025,C3
140590,D1
240876,C2
367459,C1
417464,D1
333721,E1
297862,D1
628661,E1
653397,C3
236176,C2
125006,C3
291869,D1
99533,D1
118027,D1
481315,D1
488927,C2
291912,E2
252823,C2
126699,C1
344769,D1
425194,E1
601525,D1
589581,E2
512145,D1
125710,D1
368710,C3
334271,C2
371310,B2
444119,D1
311376,F
453234,B3
286622,D1
337453,B3
621576,E2
358013,C2
659467,D1
88670,E1
167683,D1
189470,C2
612932,D1
631060,C3
573469,C2
489184,C3
222507,C2
429438,C2
202585,B1
642280,E1
534692,D1
141480,D1
196113,D1
630722,E2
516097,D1
566906,C2
612924,D1
129871,C2
260308,D1
324632,D1
555115,D1
230776,C3
79252,D1
242441,C3
191932,C1
224398,C1
521408,C2
138317,C2
588866,C3
407166,E1
37248,B3
494744,D1
174475,C2
500381,D1
373959,C3
225227,C1
170147,C3
247352,C3
132467,C3
526636,B3
637335,D1
164688,C2
282417,E2
633807,C2
15853,C2
293762,C3
