554630,G
488282,C3
401982,D1
411677,C2
147791,C1
442618,B1
354057,C2
410428,F
595200,C3
106084,D1
148667,D1
598294,E1
646838,C3
273760,B3
617939,C2
336774,C3
367391,B3
197253,D1
473248,E1
361907,D1
114428,C3
50441,E2
500222,C3
626098,D1
45601,B2
255230,C2
454811,E1
191130,C3
307657,D1
222824,D1
469856,D1
389291,E1
232676,C3
262107,C3
474580,C2
59711,C1
38029,C2
51775,C1
656011,C1
473049,D1
546352,D1
330620,B3
20218,A3
301686,D1
573639,D1
647253,C3
597443,C2
250927,C2
45180,C1
210867,C3
586622,D1
86544,B1
385777,C1
480086,E1
375123,B3
208395,D1
587928,C1
641957,D1
95831,B1
310138,D1
577493,A2
132033,E2
216851,C1
620105,C2
70484,C3
247173,D1
76436,D1
382501,D1
11103,D1
336215,D1
512662,C3
298639,F
413616,G
24767,E1
2467,B2
597857,D1
133759,A3
276134,B3
587543,C2
96913,A3
595503,C2
114288,D1
432993,B3
111073,D1
68071,B3
121714,C1
175955,C3
322366,B2
617221,C3
231448,C1
593019,C2
169824,C3
519420,C1
11831,D1
639653,F
98351,C2
511831,C1
458417,C1
561178,B3
655590,C3
383217,C3
214435,D1
629286,C2
390594,D1
272177,F
364733,D1
321,B3
84986,D1
124046,D1
376533,D1
464792,C2
534225,E1
627523,C1
436823,C1
25773,D1
617676,D1
11155,E1
650392,D1
73898,D1
51847,C1
513567,C1
552708,C2
413386,B3
224763,C2
606097,C1
62472,D1
239894,C3
161166,D1
198006,C2
517732,D1
497266,C1
329316,A3
101551,D1
23943,D1
654427,C3
611969,C1
100983,C3
486090,B3
437674,E2
347884,D1
525423,C2
358606,B3
209577,D1
70751,C3
578116,C1
407349,D1
211173,C1
100745,D1
103010,C2
75459,B2
130540,C2
457887,C2
74867,E1
74113,C3
333289,D1
309465,C2
566794,C2
384581,C2
176709,D1
458170,D1
440654,C2
156670,C3
222260,D1
429772,C3
110434,C3
427199,E1
449719,E2
210295,C2
160210,B2
327092,B3
520052,B1
577538,F
311075,B2
635487,D1
157603,B2
463943,B3
444881,D1
453502,B3
539938,D1
283415,D1
252883,C1
647496,B3
309623,F
522473,D1
625171,C1
102640,D1
50990,B1
430048,G
26446,C1
584311,C3
358671,D1
593638,D1
232724,B3
205098,B3
556221,B3
577213,C2
544911,D1
396965,C3
234972,C2
394351,C3
515800,B3
576436,C2
185846,C3
490464,D1
374163,C3
335141,C1
573938,C1
573696,B3
624265,C1
403696,C2
144639,B3
102428,C3
377429,C3
210405,C3
306561,D1
261474,D1
574081,D1
159028,E2
394234,C1
350391,C1
465322,C1
52124,C1
278537,B1
480041,C2
404685,C1
271413,D1
67283,B3
130438,D1
108463,F
24995,D1
578373,D1
7053,D1
468374,C3
105380,A3
245719,C2
643616,C2
342164,C1
558814,B3
504312,C1
72059,E2
278088,C3
377904,C2
637575,F
580048,C1
327920,B3
643830,E2
146016,C2
633208,C2
403566,E1
548128,B3
358767,C3
584869,B3
485191,C2
565816,D1
409145,B3
206374,C1
127958,E1
532488,C2
309712,F
530845,E1
426766,D1
246864,D1
187769,C3
126539,B3
104241,B2
97493,D1
73592,D1
393242,D1
141646,C3
276465,C1
639172,C2
482558,E1
209269,C2
223019,B2
122673,D1
517199,E2
257686,C1
195045,C3
302040,E1
131133,C2
391587,B1
362045,C2
65188,D1
588091,A2
143680,D1
197042,B2
95993,F
590513,D1
107133,D1
576264,C1
504906,C2
43188,D1
633814,E1
543614,C3
379425,D1
638517,D1
199556,C2
69752,C2
210921,D1
204318,C2
92621,B3
312618,C1
194298,C2
396793,D1
281346,C3
618496,E1
438734,E1
302621,B3
410026,D1
179645,E2
500739,E2
257118,C1
104823,F
523387,F
134056,E1
610595,C1
313153,B3
490949,C1
423392,D1
186524,C3
141268,C1
491024,C1
134307,E1
492087,E2
5312,C2
394167,C1
61408,D1
510045,C2
445043,C3
646665,C2
66600,B3
479366,D1
624409,C3
377082,C2
351870,C3
549122,C3
321036,C2
316942,C1
537547,B3
148746,D1
622504,D1
392155,B3
197424,D1
304407,D1
586780,D1
642820,B3
5713,C2
578776,B3
372629,D1
154183,C3
400842,E1
259755,C3
512620,C2
121227,F
401859,D1
297054,D1
190543,C3
637858,C1
161203,C2
529504,C3
380360,D1
84998,B3
393997,C3
446108,C2
375205,D1
591386,B2
262140,C1
63014,C3
57341,B3
375506,C3
602642,A2
96977,D1
442488,C2
86532,C3
139397,D1
464718,E1
235536,F
457461,C2
404889,C1
57097,C1
341725,E2
373764,D1
381188,C3
327077,D1
383377,C3
310460,E1
503446,B2
512626,A2
194453,B3
360662,E1
548659,C1
72716,D1
45644,C1
488787,C3
18160,D1
228814,D1
546223,D1
544211,C3
535983,C1
513472,C2
487103,E2
553991,A2
145801,C2
268449,C2
97883,D1
657812,C1
309966,D1
200418,D1
240820,B3
561424,C2
517318,D1
618271,C3
219750,C1
353261,C1
506160,C3
418253,C3
530218,D1
455110,D1
499828,E1
537179,D1
652787,C1
8730,B2
546609,C3
235783,D1
205732,D1
606496,C3
76358,C3
609526,A2
237829,E1
337056,C2
156331,E1
559205,D1
634966,F
270378,D1
119573,E2
136590,D1
583210,C1
488458,C3
411633,F
413405,E1
491865,E1
96021,D1
59438,E2
322909,D1
408494,C1
313027,D1
560545,B3
642636,C2
156858,C2
174880,F
464900,C2
247438,D1
86039,D1
291911,D1
511810,C3
391056,B3
380798,C1
42997,B3
632687,C2
646583,B3
541518,A3
75468,C2
126998,B1
184483,B3
193573,C2
356221,E1
445807,D1
195574,E1
585086,B3
362466,C3
562196,B3
527512,B3
468397,C3
198035,C2
139449,C2
411517,C2
642554,B2
171212,C2
573146,C2
198428,C2
661760,C2
255958,B3
510939,F
592935,C2
501418,C1
629760,B3
426843,C3
478220,C1
379984,D1
213277,D1
625188,C1
168242,C2
485394,C1
456103,D1
50611,C3
508527,D1
341295,C2
101585,C3
346403,D1
552830,E2
468135,E1
276576,C2
141404,C3
318125,C3
623205,D1
9450,D1
213273,C1
191009,F
406265,C3
372631,C3
260631,C3
97601,C2
404540,D1
219862,C1
254690,C2
246527,D1
597752,C3
174408,B1
569015,C3
87334,D1
557894,C2
577476,A2
197233,D1
103862,C3
49817,E2
63111,B1
497357,C2
153458,D1
610572,D1
104213,B3
283617,C2
52589,B3
619145,C2
360495,C3
174578,D1
134268,B3
476556,C2
59329,D1
246912,D1
436419,C2
485016,B3
466076,B3
317336,C2
304754,C1
616324,C3
567504,D1
292320,C3
382413,C3
212884,C3
36240,C3
256509,C1
267043,C3
364103,D1
282577,E2
635093,C3
548108,C2
200428,F
564493,D1
476668,D1
253368,C2
183277,E1
380916,C3
575473,C1
342235,E2
192603,C2
572274,C2
260427,D1
360765,E2
344845,C2
618603,D1
380038,C2
264375,D1
461584,D1
485598,F
638102,F
130681,D1
34118,C1
428294,E1
137661,B2
137184,C3
541728,D1
455991,C1
310100,C3
344803,F
92279,C2
385685,D1
169625,C2
613981,F
66803,F
504794,E1
416236,B3
536347,C3
344492,C3
14279,D1
358031,D1
250295,D1
440496,E2
456843,D1
222952,C1
289699,C3
343434,C3
646182,D1
457640,E2
51521,E1
114658,C1
39030,C3
93168,C1
31933,D1
234740,D1
324627,C2
192823,E2
263060,C3
380657,C2
487865,C2
558411,C3
73843,C3
417592,E2
111407,B3
358465,C3
296845,C2
478609,C2
44123,C1
79614,E1
529266,E2
622403,E2
387347,C1
195800,C1
186191,E2
389684,C1
165995,D1
50175,C1
178305,D1
629254,D1
560639,C2
177756,D1
623678,A2
544465,B3
7290,D1
476586,D1
576258,C3
340170,C2
300825,D1
125131,E1
58009,G
289956,F
565876,E1
236104,E1
623449,A2
427266,B3
212531,D1
597218,D1
208448,D1
317673,D1
565175,G
108704,C3
258077,E2
303140,E2
215204,C1
286934,D1
52332,D1
270218,D1
615718,E1
149118,D1
579925,C2
282574,E1
444420,D1
262912,C2
542536,D1
619713,C2
372122,E1
201787,D1
342817,C3
131935,D1
555773,E1
273750,E1
60919,D1
134543,E2
621153,B3
652809,D1
649859,D1
109888,B2
248395,C3
370300,E1
202005,D1
196849,D1
638577,C3
235326,B3
503215,D1
141032,B3
240345,C1
594361,C2
321548,C1
456313,C1
150249,D1
283599,D1
239461,C3
276597,D1
629718,E2
554021,C3
651069,E1
614190,A2
471449,D1
135181,D1
129079,D1
296475,D1
2925,E2
602898,C2
328737,E2
94183,E2
424976,D1
99862,E1
446630,C1
485053,D1
208911,D1
560120,C3
240246,D1
345748,D1
395059,D1
595324,C1
64100,E1
5039,D1
370125,C2
260925,C3
75189,C1
55197,C2
66455,C3
318703,C3
36401,B3
109730,D1
591628,C2
620233,D1
459421,F
30439,F
103247,B2
427642,E1
179514,C3
181825,D1
578467,D1
240169,C3
197401,D1
42741,D1
642889,D1
115318,C3
16892,C3
214924,C2
144550,C2
89642,C1
4106,B3
625254,C1
154558,D1
568127,D1
329713,E1
467093,C3
633119,D1
436991,D1
662814,C1
275963,B3
637985,C2
395433,C1
480350,C3
620264,D1
518160,F
81536,D1
290152,B2
100924,D1
303801,F
13600,B3
226892,C3
397708,C3
298684,C3
193830,D1
468785,C1
142156,D1
504035,D1
258819,E2
64890,E1
23944,D1
301474,C1
198386,C2
225187,B3
311661,C2
26215,B2
46173,E1
540649,D1
243007,E2
655840,D1
652476,C1
344115,D1
255946,F
398799,D1
552186,B3
168299,B3
153946,C2
